BILLING_PROVIDER_NPI_NUM,HCPCS_CODE,total_paid,total_claims,total_bene,active_months,claims_per_bene,paid_per_bene,claims_per_month,peer_median_cpb,peer_p95_cpb,peer_p99_cpb,ratio_to_p95,flag_phantom
1922477975,G0156,242375.0,6925.0,15.0,1,461.6666666666667,16158.333333333334,6925.0,14.029411764705882,41.69743300157643,54.573033518966156,11.071824652832053,True
1952915910,S5100,54706.56,14884.0,42.0,2,354.3809523809524,1302.5371428571427,7442.0,12.194493129936166,19.751973684210526,25.619074074074103,17.94154640172693,True
1144989351,H2015,147228.63,14630.0,58.0,2,252.24137931034483,2538.424655172414,7315.0,3.816271186440678,26.877169051878347,61.06183760683656,9.384968291246306,True
1417409509,S5125,80936.31999999999,12716.0,79.0,4,160.9620253164557,1024.5103797468353,3179.0,19.06832298136646,31.005563124432328,41.634051282051246,5.191391772840207,True
1598810061,H2013,205917.0,3057.0,22.0,1,138.95454545454547,9359.863636363636,3057.0,8.507692307692308,33.320047329276505,81.41212121212064,4.17029856174465,True
1841868510,T2016,1287495.62,6464.0,55.0,3,117.52727272727273,23409.011272727275,2154.6666666666665,25.621323529411764,33.0716537966538,42.74150331125828,3.5537162262857316,True
1871538108,H2015,980529.3899999999,26579.0,231.0,6,115.06060606060606,4244.715974025974,4429.833333333333,3.816271186440678,26.877169051878347,61.06183760683656,4.280979363507962,True
1629464227,H2015,98470.48,1833.0,16.0,1,114.5625,6154.405,1833.0,3.816271186440678,26.877169051878347,61.06183760683656,4.262446680261277,True
1659629301,T1019,1116439.32,79051.0,715.0,9,110.56083916083917,1561.4535944055945,8783.444444444445,18.244359626802375,31.79375,40.48283582089551,3.4774394074571,True
1497331102,H0020,7934.8,2280.0,22.0,1,103.63636363636364,360.6727272727273,2280.0,8.03804347826087,28.120235071090043,35.92160716393744,3.685472876537597,True
1073633483,A4657,19911.25,4249.0,41.0,3,103.63414634146342,485.640243902439,1416.3333333333333,6.313432835820896,23.833248268319352,39.3278279569892,4.348301380270537,True
