BILLING_PROVIDER_NPI_NUM,HCPCS_CODE,total_paid,total_claims,total_bene,active_months,claims_per_bene,paid_per_bene,claims_per_month,peer_median_cpb,peer_p95_cpb,peer_p99_cpb,ratio_to_p95,flag_phantom
1508960378,A4657,4650.48,758.0,12.0,1,63.166666666666664,387.53999999999996,758.0,6.320754716981132,26.136212624584715,44.49210526315792,2.416825558239058,True
1265729594,A4657,10871.09,1134.0,18.0,1,63.0,603.9494444444445,1134.0,6.320754716981132,26.136212624584715,44.49210526315792,2.4104487098004324,True
1467524728,S5125,193667.38,7552.0,120.0,1,62.93333333333333,1613.8948333333333,7552.0,19.6046511627907,32.14395209580838,43.542564102564086,1.9578592310539167,True
1265912067,T1020,327458.66,3182.0,51.0,1,62.3921568627451,6420.758039215686,3182.0,20.337719298245613,30.332909604519774,31.13391304347826,2.056913025364646,True
1649364480,M0150,-23.25,930.0,15.0,1,62.0,-1.55,930.0,28.833333333333332,52.31999999999998,60.063999999999986,1.185015290519878,True
1770027997,T1019,18419.58,1230.0,20.0,1,61.5,920.979,1230.0,18.555555555555557,32.035982905982905,43.91319047619049,1.9197163446018233,True
1568824423,90937,29609.18,3812.0,62.0,2,61.483870967741936,477.5674193548387,1906.0,11.36111111111111,65.57878787878788,74.51267857142854,0.9375572949195896,True
1437287364,D2140,2065.08,1597.0,26.0,1,61.42307692307692,79.42615384615384,1597.0,1.5555555555555556,2.4190000000000005,3.2779166666666675,25.39192927783254,True
1215122072,99509,39083.58,1225.0,20.0,1,61.25,1954.179,1225.0,26.476838235294117,34.84138655462185,52.71249999999992,1.757966776206699,True
1326120528,T2027,123192.19,3174.0,52.0,2,61.03846153846154,2369.080576923077,1587.0,29.213371721049263,66.91359649122805,75.82716374269003,0.9121981889953158,True
1871086496,J1644,0.0,730.0,12.0,1,60.833333333333336,0.0,730.0,2.5294117647058822,27.810035211267607,33.68868150684924,2.1874597738260286,True
1215205653,99509,35259.12,849.0,14.0,1,60.642857142857146,2518.5085714285715,849.0,26.476838235294117,34.84138655462185,52.71249999999992,1.7405408664717057,True
1649450644,T1004,12772.0,849.0,14.0,1,60.642857142857146,912.2857142857143,849.0,15.624242424242425,25.185872112487445,47.81517647058808,2.4078124780435823,True
1053823369,H0020,99408.45,13934.0,231.0,1,60.32034632034632,430.33961038961036,13934.0,6.996835443037975,28.841287878787877,36.093622075243594,2.091458140630072,True
1831197003,T1004,12947.0,897.0,15.0,1,59.8,863.1333333333333,897.0,15.624242424242425,25.185872112487445,47.81517647058808,2.3743470042615864,True
1659629301,T1019,298604.88,9644.0,162.0,1,59.53086419753087,1843.24,9644.0,18.555555555555557,32.035982905982905,43.91319047619049,1.8582499676141708,True
1194857003,T2015,23434.32,1130.0,19.0,1,59.473684210526315,1233.3852631578948,1130.0,5.733333333333333,19.010769230769217,31.77263157894741,3.1284207118914082,True
1215171293,H2010,17664.08,1186.0,20.0,1,59.3,883.2040000000001,1186.0,1.4123711340206186,11.432802477328023,17.237228246495633,5.186829748663609,True
1124396171,99509,44333.51,1300.0,22.0,1,59.09090909090909,2015.1595454545457,1300.0,26.476838235294117,34.84138655462185,52.71249999999992,1.695997631961936,True
1609325349,A4657,22708.29,1654.0,28.0,1,59.07142857142857,811.0103571428572,1654.0,6.320754716981132,26.136212624584715,44.49210526315792,2.260137282318546,True
1992183743,S5100,0.0,3006.0,51.0,1,58.94117647058823,0.0,3006.0,12.575757575757576,21.48111111111111,35.64108597285073,2.7438606953669584,True
1023587854,90937,24112.870000000003,3351.0,57.0,2,58.78947368421053,423.0328070175439,1675.5,11.36111111111111,65.57878787878788,74.51267857142854,0.8964708800789923,True
1992015986,T1019,32795.6,821.0,14.0,1,58.642857142857146,2342.542857142857,821.0,18.555555555555557,32.035982905982905,43.91319047619049,1.8305309162811811,True
1598760811,A4657,87725.89,1993.0,34.0,2,58.61764705882353,2580.1732352941176,996.5,6.320754716981132,26.136212624584715,44.49210526315792,2.2427751067377506,True
1336467166,T2016,1016752.97,20187.0,345.0,1,58.51304347826087,2947.1100579710146,20187.0,26.245440729483285,33.30551282051282,42.754999999999995,1.7568576047333153,True
1235772856,T1019,273062.1,13573.0,233.0,1,58.25321888412017,1171.9403433476393,13573.0,18.555555555555557,32.035982905982905,43.91319047619049,1.8183683970327331,True
1215196811,S5125,122587.77,920.0,16.0,1,57.5,7661.735625,920.0,19.6046511627907,32.14395209580838,43.542564102564086,1.7888279521016983,True
1962918508,A4657,4796.65,1086.0,19.0,1,57.1578947368421,252.4552631578947,1086.0,6.320754716981132,26.136212624584715,44.49210526315792,2.1869233908465073,True
1124460548,S5150,266015.75,23322.0,410.0,6,56.88292682926829,648.8189024390244,3887.0,7.792857142857143,21.24047619047619,27.243757522123946,2.6780438592414173,True
1235645847,97153,167689.98,1475.0,26.0,1,56.73076923076923,6449.614615384616,1475.0,11.837719298245615,22.370833333333298,31.440642857142898,2.5359256128486938,True
1700901725,A0110,119656.13,86907.0,1532.0,1,56.72780678851175,78.10452349869452,86907.0,6.8272946859903385,23.591125541125542,34.61331707317075,2.4046248530880923,True
1225255375,S5000,124404.68000000001,9864.0,174.0,5,56.689655172413794,714.9694252873563,1972.8,1.1099598930481283,22.534900284900285,29.434482758620607,2.5156381637241685,True
1013383520,90937,5133.41,1969.0,35.0,2,56.25714285714286,146.66885714285715,984.5,11.36111111111111,65.57878787878788,74.51267857142854,0.8578557896057087,True
1760902191,0364T,4797.2,956.0,17.0,1,56.23529411764706,282.18823529411765,956.0,13.333333333333334,21.451515151515142,48.0588235294117,2.6215068595597595,True
1407124951,97530,16509.83,728.0,13.0,1,56.0,1269.9869230769232,728.0,3.0646654719235364,10.65625,19.612121212121234,5.255131964809384,True
1063995546,T1019,20258.88,784.0,14.0,1,56.0,1447.0628571428572,784.0,18.555555555555557,32.035982905982905,43.91319047619049,1.7480343950845871,True
1083810055,T2027,147879.87,2631.0,47.0,1,55.97872340425532,3146.3802127659574,2631.0,29.213371721049263,66.91359649122805,75.82716374269003,0.836582194645505,True
1699879460,A4657,3915.02,947.0,17.0,1,55.705882352941174,230.29529411764705,947.0,6.320754716981132,26.136212624584715,44.49210526315792,2.1313678134276466,True
1215236765,T1019,13606.08,944.0,17.0,1,55.529411764705884,800.3576470588235,944.0,18.555555555555557,32.035982905982905,43.91319047619049,1.7333450304200109,True
1831190701,H2015,85707.45,829.0,15.0,1,55.266666666666666,5713.83,829.0,3.5,24.064802314368364,50.05576923076937,2.296576798957065,True
1861168163,92507,0.0,1269.0,23.0,1,55.17391304347826,0.0,1269.0,3.234042553191489,7.114529914529915,10.691071428571432,7.755103106783945,True
1962888560,90937,26794.05,3503.0,64.0,1,54.734375,418.65703125,3503.0,11.36111111111111,65.57878787878788,74.51267857142854,0.8346353564992376,True
1568633923,T1502,111365.6,2886.0,53.0,1,54.45283018867924,2101.2377358490567,2886.0,11.369444444444444,30.44630952380951,48.13259615384615,1.7884870462246416,True
1275145997,S5145,482992.77,2668.0,49.0,1,54.44897959183673,9856.99530612245,2668.0,16.785714285714285,30.899122807017545,36.79319727891144,1.7621529236250921,True
1992731848,S9122,77641.14,925.0,17.0,1,54.411764705882355,4567.1258823529415,925.0,18.7,28.91421568627451,47.90461538461522,1.8818343646689837,True
1275931644,90937,8512.39,1088.0,20.0,1,54.4,425.61949999999996,1088.0,11.36111111111111,65.57878787878788,74.51267857142854,0.8295365278868814,True
1205924826,S9366,66422.6,1305.0,24.0,1,54.375,2767.6083333333336,1305.0,5.839160839160839,45.55208333333332,52.61041666666666,1.1936885433340958,True
1295342145,99509,53299.77,2175.0,40.0,1,54.375,1332.49425,2175.0,26.476838235294117,34.84138655462185,52.71249999999992,1.560643974795743,True
A370483100,T1019,52033.25,1195.0,22.0,1,54.31818181818182,2365.1477272727275,1195.0,18.555555555555557,32.035982905982905,43.91319047619049,1.6955366088685728,True
1376612044,H2015,316728.88,2932.0,54.0,2,54.2962962962963,5865.34962962963,1466.0,3.5,24.064802314368364,50.05576923076937,2.2562535767799607,True
1164410288,S9480,49179.0,1085.0,20.0,1,54.25,2458.95,1085.0,6.185185185185185,13.363461538461538,20.98534482758629,4.059576917542093,True
1093182560,T1019,75679.99,705.0,13.0,1,54.23076923076923,5821.537692307693,705.0,18.555555555555557,32.035982905982905,43.91319047619049,1.6928080337014202,True
1205924826,S9342,282715.44,41765.0,783.0,2,53.3397190293742,361.0669731800766,20882.5,1.6713925033987183,21.44023809523809,39.221695969253226,2.4878324015077538,True
1992980387,T2014,187286.53,1332.0,25.0,1,53.28,7491.4612,1332.0,15.415178571428571,32.64539641943733,47.118469565217424,1.6320831064644894,True
1598101198,H2015,84697.0,1382.0,26.0,1,53.15384615384615,3257.576923076923,1382.0,3.5,24.064802314368364,50.05576923076937,2.2087796716331054,True
1043646920,T1019,369520.99,3451.0,65.0,1,53.09230769230769,5684.938307692308,3451.0,18.555555555555557,32.035982905982905,43.91319047619049,1.6572710707244258,True
1740684992,S5125,159166.36,1216.0,23.0,1,52.869565217391305,6920.27652173913,1216.0,19.6046511627907,32.14395209580838,43.542564102564086,1.644774888284057,True
1073939096,G0156,162859.22,6691.0,127.0,1,52.68503937007874,1282.356062992126,6691.0,14.664285714285715,41.73340114526822,52.177879226493744,1.2624190198802485,True
1043420847,T2027,41261.25,737.0,14.0,1,52.642857142857146,2947.2321428571427,737.0,29.213371721049263,66.91359649122805,75.82716374269003,0.7867288548711964,True
1619004314,99509,63278.68,1684.0,32.0,1,52.625,1977.45875,1684.0,26.476838235294117,34.84138655462185,52.71249999999992,1.5104163526184087,True
1427025352,J3490,11307.47,838.0,16.0,1,52.375,706.716875,838.0,1.484251968503937,4.429999999999995,15.523792766373411,11.822799097065475,True
1588930705,S9122,32779.6,680.0,13.0,1,52.30769230769231,2521.507692307692,680.0,18.7,28.91421568627451,47.90461538461522,1.8090648861183742,True
1851308753,G0156,177537.58,7091.0,136.0,1,52.13970588235294,1305.4233823529412,7091.0,14.664285714285715,41.73340114526822,52.177879226493744,1.2493519447615067,True
1952641516,S5125,45503.64,834.0,16.0,1,52.125,2843.9775,834.0,19.6046511627907,32.14395209580838,43.542564102564086,1.6216114261443657,True
1215097357,T2021,96210.12,1303.0,25.0,1,52.12,3848.4048,1303.0,9.385703063629222,20.545992432060544,27.16884488448845,2.5367477464203914,True
1003184037,99509,29241.54,729.0,14.0,1,52.07142857142857,2088.6814285714286,729.0,26.476838235294117,34.84138655462185,52.71249999999992,1.4945280231541498,True
1477177111,99509,34065.83,831.0,16.0,1,51.9375,2129.114375,831.0,26.476838235294117,34.84138655462185,52.71249999999992,1.4906840724773132,True
1215051222,T2013,59205.86,622.0,12.0,1,51.833333333333336,4933.821666666667,622.0,21.272727272727273,34.10379746835442,41.443755868544564,1.519869843862124,True
1932384666,T1019,0.0,5843.0,113.0,1,51.70796460176991,0.0,5843.0,18.555555555555557,32.035982905982905,43.91319047619049,1.614058939709109,True
1811338460,A4657,10262.03,1853.0,36.0,1,51.47222222222222,285.05638888888893,1853.0,6.320754716981132,26.136212624584715,44.49210526315792,1.96938335946217,True
1275907404,T1019,83366.1,1386.0,27.0,1,51.333333333333336,3087.6333333333337,1386.0,18.555555555555557,32.035982905982905,43.91319047619049,1.6023648621608715,True
A236660300,T2028,3565503.91,57435.0,1119.0,1,51.32707774798928,3186.3305719392315,57435.0,1.0824742268041236,10.753472222222221,37.267088841638106,4.773070194194677,True
1063454619,A4657,16286.45,1591.0,31.0,2,51.32258064516129,525.3693548387097,795.5,6.320754716981132,26.136212624584715,44.49210526315792,1.963657909519963,True
1578968582,A4657,14383.64,2000.0,39.0,1,51.282051282051285,368.81128205128203,2000.0,6.320754716981132,26.136212624584715,44.49210526315792,1.962107211884764,True
1093135584,S5125,247454.44,3688.0,72.0,1,51.22222222222222,3436.867222222222,3688.0,19.6046511627907,32.14395209580838,43.542564102564086,1.593525963128276,True
1194941518,T1019,141361.18,4905.0,96.0,2,51.09375,1472.5122916666667,2452.5,18.555555555555557,32.035982905982905,43.91319047619049,1.5948862923902343,True
1891010542,H2015,53512.18,664.0,13.0,1,51.07692307692308,4116.321538461539,664.0,3.5,24.064802314368364,50.05576923076937,2.1224742430743593,True
1972728822,G0156,108956.54,1427.0,28.0,1,50.964285714285715,3891.305,1427.0,14.664285714285715,41.73340114526822,52.177879226493744,1.2211869705247858,True
1780723841,S5125,182869.24,1471.0,29.0,1,50.724137931034484,6305.835862068965,1471.0,19.6046511627907,32.14395209580838,43.542564102564086,1.5780305352573303,True
1710976220,T1502,14117.25,860.0,17.0,1,50.588235294117645,830.4264705882352,860.0,11.369444444444444,30.44630952380951,48.13259615384615,1.661555573904838,True
1851592307,T2027,120566.53,1769.0,35.0,1,50.542857142857144,3444.758,1769.0,29.213371721049263,66.91359649122805,75.82716374269003,0.7553450986524539,True
1043790736,J3490,11936.31,1213.0,24.0,1,50.541666666666664,497.34625,1213.0,1.484251968503937,4.429999999999995,15.523792766373411,11.408954100827701,True
1760887459,H0004,0.0,657.0,13.0,1,50.53846153846154,0.0,657.0,2.3157894736842106,6.675757575757574,12.618461538461535,7.5704458954572456,True
1952548034,G0156,37893.37,1412.0,28.0,1,50.42857142857143,1353.3346428571429,1412.0,14.664285714285715,41.73340114526822,52.177879226493744,1.2083503870924999,True
1881024172,H0043,128946.52,2606.0,52.0,1,50.11538461538461,2479.7407692307693,2606.0,3.086875,30.5,37.60289855072463,1.6431273644388398,True
1053683169,T1019,166197.61000000002,3602.0,72.0,4,50.02777777777778,2308.3001388888893,900.5,18.555555555555557,32.035982905982905,43.91319047619049,1.561612076164356,True
1588033666,S5135,3516.1,3351.0,67.0,1,50.014925373134325,52.47910447761194,3351.0,12.961538461538462,22.402173913043477,34.2576923076923,2.2325924960351085,True
1043785058,96374,15547.68,872.0,18.0,1,48.44444444444444,863.76,872.0,1.1111111111111112,1.4823116219667942,2.0285420168067088,32.681686985740754,True
1073653291,82962,431.27,627.0,13.0,1,48.23076923076923,33.174615384615386,627.0,1.2222222222222223,2.941361788617885,5.760526315789474,16.39742836716199,True
1962777268,H0036,16562.97,940.0,20.0,1,47.0,828.1485,940.0,3.36,9.71875,17.850724910563045,4.836012861736334,True
1518435882,T1016,5785.0,1148.0,25.0,1,45.92,231.4,1148.0,2.2076655052264806,6.456902025177888,11.110209790209787,7.111769672350713,True
1174918379,97530,9256.93,809.0,18.0,1,44.94444444444444,514.2738888888889,809.0,3.0646654719235364,10.65625,19.612121212121234,4.217660475724991,True
1205876653,G0299,154.8,537.0,12.0,1,44.75,12.9,537.0,3.8304597701149428,12.42020146520146,23.962368421052403,3.6030011369283486,True
1871198952,G0299,404535.52999999997,4371.0,99.0,2,44.15151515151515,4086.2174747474746,2185.5,3.8304597701149428,12.42020146520146,23.962368421052403,3.554814732693146,True
1073850384,J3490,12975.48,690.0,16.0,1,43.125,810.9675,690.0,1.484251968503937,4.429999999999995,15.523792766373411,9.734762979683984,True
1972907095,H0038,356150.33,4371.0,103.0,2,42.43689320388349,3457.7701941747573,2185.5,2.8333333333333335,12.211766975308635,23.49659003831416,3.475082131004302,True
1902988686,90853,0.0,3765.0,89.0,2,42.30337078651685,0.0,1882.5,2.7643908969210176,8.582591093117406,14.143657142857135,4.928974283819834,True
1487681656,94760,108.35,547.0,13.0,1,42.07692307692308,8.334615384615384,547.0,1.1,1.872762148337596,2.636842105263158,22.467841479108124,True
1487021788,H0036,26473.03,503.0,12.0,1,41.916666666666664,2206.085833333333,503.0,3.36,9.71875,17.850724910563045,4.312968917470525,True
1124124797,H0004,77271.75,1116.0,27.0,1,41.333333333333336,2861.9166666666665,1116.0,2.3157894736842106,6.675757575757574,12.618461538461535,6.191556967771223,True
1467537290,99231,66.99,782.0,20.0,1,39.1,3.3495,782.0,2.1318840579710145,5.3222222222222175,8.194702791461411,7.346555323590821,True
1932200441,82962,0.0,611.0,16.0,1,38.1875,0.0,611.0,1.2222222222222223,2.941361788617885,5.760526315789474,12.98293196973362,True
1689962532,H0036,3325.92,715.0,19.0,1,37.63157894736842,175.0484210526316,715.0,3.36,9.71875,17.850724910563045,3.8720595701472327,True
1922432772,97110,2899.26,639.0,17.0,1,37.588235294117645,170.54470588235296,639.0,3.25,9.841687344913149,17.311228070175442,3.8192876868361187,True
1598752180,97110,7581.65,2104.0,56.0,1,37.57142857142857,135.38660714285714,2104.0,3.25,9.841687344913149,17.311228070175442,3.817579979397337,True
1467475376,97530,107528.95,864.0,23.0,1,37.56521739130435,4675.171739130435,864.0,3.0646654719235364,10.65625,19.612121212121234,3.525181690679587,True
1386648939,97530,17906.3,825.0,22.0,1,37.5,813.9227272727272,825.0,3.0646654719235364,10.65625,19.612121212121234,3.5190615835777126,True
1497075444,J3490,8531.59,674.0,18.0,1,37.44444444444444,473.9772222222222,674.0,1.484251968503937,4.429999999999995,15.523792766373411,8.452470529219973,True
1720656390,97530,8359.48,518.0,14.0,1,37.0,597.1057142857143,518.0,3.0646654719235364,10.65625,19.612121212121234,3.472140762463343,True
1295898393,H0044,1687715.9,5874.0,160.0,4,36.7125,10548.224375,1468.5,1.0,1.5619999999999936,5.126521739130438,23.50352112676066,True
1710322094,T1015,148981.98,3348.0,94.0,1,35.61702127659574,1584.9146808510638,3348.0,1.2041420118343196,2.247540983606556,9.325069817400719,15.847106476092936,True
1649664855,H0004,0.0,1017.0,29.0,1,35.06896551724138,0.0,1017.0,2.3157894736842106,6.675757575757574,12.618461538461535,5.253181398406563,True
1881253037,S5165,189472.0,15141.0,433.0,2,34.967667436489606,437.5796766743649,7570.5,1.085144927536232,1.8378205128205127,24.03756795167886,19.026704290521028,True
1023119989,90853,0.0,1354.0,39.0,2,34.717948717948715,0.0,677.0,2.7643908969210176,8.582591093117406,14.143657142857135,4.045159362863029,True
1245509058,97110,3256.67,444.0,13.0,1,34.15384615384615,250.51307692307694,444.0,3.25,9.841687344913149,17.311228070175442,3.470324239826535,True
1871588608,A6402,20.84,476.0,14.0,1,34.0,1.4885714285714287,476.0,1.1225,1.679999999999998,2.87052631578947,20.238095238095262,True
1699142547,A0170,1346.92,1338.0,40.0,1,33.45,33.673,1338.0,3.2941176470588234,10.647142159257447,30.38769230769234,3.141688116835746,True
1568517365,8888888,22150.98,434.0,13.0,1,33.38461538461539,1703.9215384615384,434.0,2.1158536585365852,9.41025641025639,28.589743589743588,3.5476839237057303,True
1871516179,97110,5504.71,564.0,17.0,1,33.1764705882353,323.8064705882353,564.0,3.25,9.841687344913149,17.311228070175442,3.3710144841558236,True
1275904864,97530,41457.159999999996,1757.0,53.0,3,33.15094339622642,782.2105660377358,585.6666666666666,3.0646654719235364,10.65625,19.612121212121234,3.110938969733857,True
1578520508,T1015,181651.7,4831.0,146.0,1,33.08904109589041,1244.1897260273972,4831.0,1.2041420118343196,2.247540983606556,9.325069817400719,14.722330465713465,True
1366446080,97530,366114.0,2587.0,79.0,1,32.74683544303797,4634.354430379747,2587.0,3.0646654719235364,10.65625,19.612121212121234,3.0730168157689595,True
